strain;region;country
USA/VA-DCLS-1123/2020;North America;USA
USA/VA-DCLS-1124/2020;North America;USA
USA/VA-DCLS-1129/2020;North America;USA
USA/VA-DCLS-1130/2020;North America;USA
USA/VA-DCLS-1131/2020;North America;USA
USA/VA-DCLS-1133/2020;North America;USA
USA/VA-DCLS-1134/2020;North America;USA
USA/VA-DCLS-1137/2020;North America;USA
USA/VA-DCLS-1138/2020;North America;USA
USA/VA-DCLS-1139/2020;North America;USA
USA/VA-DCLS-1141/2020;North America;USA
USA/VA-DCLS-1142/2020;North America;USA
USA/VA-DCLS-1144/2020;North America;USA
USA/VA-DCLS-1145/2020;North America;USA
USA/VA-DCLS-1147/2020;North America;USA
USA/VA-DCLS-1149/2020;North America;USA
USA/VA-DCLS-1153/2020;North America;USA
USA/VA-DCLS-1154/2020;North America;USA
USA/VA-DCLS-1155/2020;North America;USA
USA/VA-DCLS-1156/2020;North America;USA
USA/VA-DCLS-1158/2020;North America;USA
USA/VA-DCLS-1159/2020;North America;USA
USA/VA-DCLS-1161/2020;North America;USA
USA/VA-DCLS-1164/2020;North America;USA
USA/VA-DCLS-1165/2020;North America;USA
USA/VA-DCLS-1167/2020;North America;USA
USA/VA-DCLS-1168/2020;North America;USA
USA/VA-DCLS-1169/2020;North America;USA
USA/VA-DCLS-1170/2020;North America;USA
USA/VA-DCLS-1171/2020;North America;USA
USA/VA-DCLS-1172/2020;North America;USA
USA/VA-DCLS-1173/2020;North America;USA
USA/VA-DCLS-1174/2020;North America;USA
USA/VA-DCLS-1175/2020;North America;USA
USA/VA-DCLS-1176/2020;North America;USA
USA/VA-DCLS-1177/2020;North America;USA
USA/VA-DCLS-1178/2020;North America;USA
USA/VA-DCLS-1180/2020;North America;USA
USA/VA-DCLS-1181/2020;North America;USA
USA/VA-DCLS-1182/2020;North America;USA
USA/VA-DCLS-1183/2020;North America;USA
USA/VA-DCLS-1184/2020;North America;USA
USA/VA-DCLS-1185/2020;North America;USA
USA/VA-DCLS-1186/2020;North America;USA
USA/VA-DCLS-1189/2020;North America;USA
USA/VA-DCLS-1190/2020;North America;USA
USA/VA-DCLS-1191/2020;North America;USA
USA/VA-DCLS-1193/2020;North America;USA
USA/VA-DCLS-1195/2020;North America;USA
USA/VA-DCLS-1197/2020;North America;USA
USA/VA-DCLS-1200/2020;North America;USA
USA/VA-DCLS-1203/2020;North America;USA
USA/VA-DCLS-1205/2020;North America;USA
USA/VA-DCLS-1208/2020;North America;USA
USA/VA-DCLS-1209/2020;North America;USA
USA/VA-DCLS-1212/2020;North America;USA
USA/VA-DCLS-1213/2020;North America;USA
USA/VA-DCLS-1216/2020;North America;USA
USA/VA-DCLS-1217/2020;North America;USA
USA/VA-DCLS-1221/2020;North America;USA
USA/VA-DCLS-1222/2020;North America;USA
USA/VA-DCLS-1224/2020;North America;USA
USA/VA-DCLS-1225/2020;North America;USA
USA/VA-DCLS-1228/2020;North America;USA
USA/VA-DCLS-1232/2020;North America;USA
USA/VA-DCLS-1233/2020;North America;USA
USA/VA-DCLS-1235/2020;North America;USA
USA/VA-DCLS-1236/2020;North America;USA
USA/VA-DCLS-1237/2020;North America;USA
USA/VA-DCLS-1238/2020;North America;USA
USA/VA-DCLS-1239/2020;North America;USA
USA/VA-DCLS-1240/2020;North America;USA
USA/VA-DCLS-1241/2020;North America;USA
USA/VA-DCLS-1242/2020;North America;USA
USA/VA-DCLS-1243/2020;North America;USA
USA/VA-DCLS-1244/2020;North America;USA
USA/VA-DCLS-1245/2020;North America;USA
USA/VA-DCLS-1246/2020;North America;USA
USA/VA-DCLS-1248/2020;North America;USA
USA/VA-DCLS-1249/2020;North America;USA
USA/VA-DCLS-1250/2020;North America;USA
USA/VA-DCLS-1252/2020;North America;USA
USA/VA-DCLS-1253/2020;North America;USA
USA/VA-DCLS-1254/2020;North America;USA
USA/VA-DCLS-1255/2020;North America;USA
USA/VA-DCLS-1257/2020;North America;USA
USA/VA-DCLS-1258/2020;North America;USA
USA/VA-DCLS-1259/2020;North America;USA
USA/VA-DCLS-1260/2020;North America;USA
USA/VA-DCLS-1261/2020;North America;USA
USA/VA-DCLS-1262/2020;North America;USA
USA/VA-DCLS-1263/2020;North America;USA
USA/VA-DCLS-1264/2020;North America;USA
USA/VA-DCLS-1265/2020;North America;USA
USA/VA-DCLS-1266/2020;North America;USA
USA/VA-DCLS-1268/2020;North America;USA
USA/VA-DCLS-1271/2020;North America;USA
USA/VA-DCLS-1273/2020;North America;USA
USA/VA-DCLS-1274/2020;North America;USA
USA/VA-DCLS-1275/2020;North America;USA
USA/VA-DCLS-1276/2020;North America;USA
USA/VA-DCLS-1277/2020;North America;USA
USA/VA-DCLS-1279/2020;North America;USA
USA/VA-DCLS-1281/2020;North America;USA
USA/VA-DCLS-1282/2020;North America;USA
USA/VA-DCLS-1283/2020;North America;USA
USA/VA-DCLS-1284/2020;North America;USA
USA/VA-DCLS-1285/2020;North America;USA
USA/VA-DCLS-1286/2020;North America;USA
USA/VA-DCLS-1287/2020;North America;USA
USA/VA-DCLS-1288/2020;North America;USA
USA/VA-DCLS-1289/2020;North America;USA
USA/VA-DCLS-1290/2020;North America;USA
USA/VA-DCLS-1293/2020;North America;USA
USA/VA-DCLS-1294/2020;North America;USA
USA/VA-DCLS-1295/2020;North America;USA
USA/VA-DCLS-1298/2020;North America;USA
USA/VA-DCLS-1300/2020;North America;USA
USA/VA-DCLS-1307/2020;North America;USA
USA/VA-DCLS-1308/2020;North America;USA
USA/VA-DCLS-1310/2020;North America;USA
USA/VA-DCLS-1311/2020;North America;USA
USA/VA-DCLS-1312/2020;North America;USA
USA/VA-DCLS-1313/2020;North America;USA
USA/VA-DCLS-1314/2020;North America;USA
USA/VA-DCLS-1315/2020;North America;USA
USA/VA-DCLS-1317/2020;North America;USA
USA/VA-DCLS-1324/2020;North America;USA
USA/VA-DCLS-1327/2020;North America;USA
USA/VA-DCLS-1328/2020;North America;USA
USA/VA-DCLS-1331/2020;North America;USA
USA/VA-DCLS-1332/2020;North America;USA
USA/VA-DCLS-1337/2020;North America;USA
USA/VA-DCLS-1339/2020;North America;USA
USA/VA-DCLS-1343/2020;North America;USA
USA/VA-DCLS-1346/2020;North America;USA
USA/VA-DCLS-1350/2020;North America;USA
USA/VA-DCLS-1354/2020;North America;USA
USA/VA-DCLS-1360/2020;North America;USA
USA/VA-DCLS-1362/2020;North America;USA
USA/VA-DCLS-1363/2020;North America;USA
USA/VA-DCLS-1364/2020;North America;USA
USA/VA-DCLS-1371/2020;North America;USA
USA/VA-DCLS-1376/2020;North America;USA
USA/VA-DCLS-1380/2020;North America;USA
USA/VA-DCLS-1381/2020;North America;USA
USA/VA-DCLS-1382/2020;North America;USA
USA/VA-DCLS-1383/2020;North America;USA
USA/VA-DCLS-1384/2020;North America;USA
USA/VA-DCLS-1387/2020;North America;USA
USA/VA-DCLS-1388/2020;North America;USA
USA/VA-DCLS-1390/2020;North America;USA
USA/VA-DCLS-1391/2020;North America;USA
USA/VA-DCLS-1392/2020;North America;USA
USA/VA-DCLS-1394/2020;North America;USA
USA/VA-DCLS-1395/2020;North America;USA
USA/VA-DCLS-1396/2020;North America;USA
USA/VA-DCLS-1398/2020;North America;USA
USA/VA-DCLS-1400/2020;North America;USA
USA/VA-DCLS-1402/2020;North America;USA
USA/VA-DCLS-1404/2020;North America;USA
USA/VA-DCLS-1405/2020;North America;USA
USA/VA-DCLS-1406/2020;North America;USA
USA/VA-DCLS-1409/2020;North America;USA
USA/VA-DCLS-1410/2020;North America;USA
USA/VA-DCLS-1416/2020;North America;USA
USA/VA-DCLS-1420/2020;North America;USA
USA/VA-DCLS-1421/2020;North America;USA
USA/VA-DCLS-1422/2020;North America;USA
USA/VA-DCLS-1423/2020;North America;USA
USA/VA-DCLS-1424/2020;North America;USA
USA/VA-DCLS-1425/2020;North America;USA
USA/VA-DCLS-1426/2020;North America;USA
USA/VA-DCLS-1427/2020;North America;USA
USA/VA-DCLS-1429/2020;North America;USA
USA/VA-DCLS-1430/2020;North America;USA
USA/VA-DCLS-1431/2020;North America;USA
USA/VA-DCLS-1432/2020;North America;USA
USA/VA-DCLS-1433/2020;North America;USA
USA/VA-DCLS-1434/2020;North America;USA
USA/VA-DCLS-1436/2020;North America;USA
USA/VA-DCLS-1437/2020;North America;USA
USA/VA-DCLS-1438/2020;North America;USA
USA/VA-DCLS-1439/2020;North America;USA
USA/VA-DCLS-1440/2020;North America;USA
USA/VA-DCLS-1441/2020;North America;USA
USA/VA-DCLS-1442/2020;North America;USA
USA/VA-DCLS-1443/2020;North America;USA
USA/VA-DCLS-1444/2020;North America;USA
USA/VA-DCLS-1445/2020;North America;USA
USA/VA-DCLS-1446/2020;North America;USA
USA/VA-DCLS-1447/2020;North America;USA
USA/VA-DCLS-1448/2020;North America;USA
USA/VA-DCLS-1449/2020;North America;USA
USA/VA-DCLS-1450/2020;North America;USA
USA/VA-DCLS-1451/2020;North America;USA
USA/VA-DCLS-1452/2020;North America;USA
USA/VA-DCLS-1453/2020;North America;USA
USA/VA-DCLS-1454/2020;North America;USA
USA/VA-DCLS-1455/2020;North America;USA
USA/VA-DCLS-1456/2020;North America;USA
USA/VA-DCLS-1459/2020;North America;USA
USA/VA-DCLS-1460/2020;North America;USA
USA/VA-DCLS-1461/2020;North America;USA
USA/VA-DCLS-1462/2020;North America;USA
USA/VA-DCLS-1463/2020;North America;USA
USA/VA-DCLS-1465/2020;North America;USA
USA/VA-DCLS-1466/2020;North America;USA
USA/VA-DCLS-1468/2020;North America;USA
USA/VA-DCLS-1469/2020;North America;USA
USA/VA-DCLS-1470/2020;North America;USA
USA/VA-DCLS-1471/2020;North America;USA
USA/VA-DCLS-1472/2020;North America;USA
USA/VA-DCLS-1473/2020;North America;USA
USA/VA-DCLS-1475/2020;North America;USA
USA/VA-DCLS-1476/2020;North America;USA
USA/VA-DCLS-1477/2020;North America;USA
USA/VA-DCLS-1478/2020;North America;USA
USA/VA-DCLS-1479/2020;North America;USA
USA/VA-DCLS-1481/2020;North America;USA
USA/VA-DCLS-1482/2020;North America;USA
USA/VA-DCLS-1483/2020;North America;USA
USA/VA-DCLS-1484/2020;North America;USA
USA/VA-DCLS-1485/2020;North America;USA
USA/VA-DCLS-1487/2020;North America;USA
USA/VA-DCLS-1490/2020;North America;USA
USA/VA-DCLS-1491/2020;North America;USA
USA/VA-DCLS-1492/2020;North America;USA
USA/VA-DCLS-1493/2020;North America;USA
USA/VA-DCLS-1495/2020;North America;USA
USA/VA-DCLS-1502/2020;North America;USA
USA/VA-DCLS-1504/2020;North America;USA
USA/VA-DCLS-1505/2020;North America;USA
USA/VA-DCLS-1507/2020;North America;USA
USA/VA-DCLS-1508/2020;North America;USA
USA/VA-DCLS-1512/2020;North America;USA
USA/VA-DCLS-1513/2020;North America;USA
USA/VA-DCLS-1514/2020;North America;USA
USA/VA-DCLS-1517/2020;North America;USA
USA/VA-DCLS-1518/2020;North America;USA
USA/VA-DCLS-1519/2020;North America;USA
USA/VA-DCLS-1520/2020;North America;USA
USA/VA-DCLS-1521/2020;North America;USA
USA/VA-DCLS-1523/2020;North America;USA
USA/VA-DCLS-1527/2020;North America;USA
USA/VA-DCLS-1528/2020;North America;USA
USA/VA-DCLS-1529/2020;North America;USA
USA/VA-DCLS-1530/2020;North America;USA
USA/VA-DCLS-1531/2020;North America;USA
USA/VA-DCLS-1532/2020;North America;USA
USA/VA-DCLS-1533/2020;North America;USA
USA/VA-DCLS-1534/2020;North America;USA
USA/VA-DCLS-1536/2020;North America;USA
USA/VA-DCLS-1537/2020;North America;USA
USA/VA-DCLS-1538/2020;North America;USA
USA/VA-DCLS-1539/2020;North America;USA
USA/VA-DCLS-1540/2020;North America;USA
USA/VA-DCLS-1545/2020;North America;USA
USA/VA-DCLS-1546/2020;North America;USA
USA/VA-DCLS-1548/2020;North America;USA
USA/VA-DCLS-1550/2020;North America;USA
USA/VA-DCLS-1552/2020;North America;USA
USA/VA-DCLS-1554/2020;North America;USA
USA/VA-DCLS-1555/2020;North America;USA
USA/VA-DCLS-1556/2020;North America;USA
USA/VA-DCLS-1557/2020;North America;USA
USA/VA-DCLS-1558/2020;North America;USA
USA/VA-DCLS-1559/2020;North America;USA
USA/VA-DCLS-1560/2020;North America;USA
USA/VA-DCLS-1561/2020;North America;USA
USA/VA-DCLS-1562/2020;North America;USA
USA/VA-DCLS-1563/2020;North America;USA
USA/VA-DCLS-1565/2020;North America;USA
USA/VA-DCLS-1566/2020;North America;USA
USA/VA-DCLS-1567/2020;North America;USA
USA/VA-DCLS-1568/2020;North America;USA
USA/VA-DCLS-1571/2020;North America;USA
USA/VA-DCLS-1572/2020;North America;USA
USA/VA-DCLS-1574/2020;North America;USA
USA/VA-DCLS-1575/2020;North America;USA
USA/VA-DCLS-1576/2020;North America;USA
USA/VA-DCLS-1577/2020;North America;USA
USA/VA-DCLS-1578/2020;North America;USA
USA/VA-DCLS-1584/2020;North America;USA
USA/VA-DCLS-1585/2020;North America;USA
USA/VA-DCLS-1586/2020;North America;USA
USA/VA-DCLS-1587/2020;North America;USA
USA/VA-DCLS-1590/2020;North America;USA
USA/VA-DCLS-1591/2020;North America;USA
USA/VA-DCLS-1592/2020;North America;USA
USA/VA-DCLS-1594/2020;North America;USA
USA/VA-DCLS-1595/2020;North America;USA
USA/VA-DCLS-1598/2020;North America;USA
USA/VA-DCLS-1599/2020;North America;USA
USA/VA-DCLS-1600/2020;North America;USA
USA/VA-DCLS-1602/2020;North America;USA
USA/VA-DCLS-1604/2020;North America;USA
USA/VA-DCLS-1605/2020;North America;USA
USA/VA-DCLS-1606/2020;North America;USA
USA/VA-DCLS-1607/2020;North America;USA
USA/VA-DCLS-1609/2020;North America;USA
USA/VA-DCLS-1610/2020;North America;USA
USA/VA-DCLS-1612/2020;North America;USA
USA/VA-DCLS-1613/2020;North America;USA
USA/VA-DCLS-1614/2020;North America;USA
USA/VA-DCLS-1615/2020;North America;USA
USA/VA-DCLS-1617/2020;North America;USA
USA/VA-DCLS-1618/2020;North America;USA
USA/VA-DCLS-1619/2020;North America;USA
USA/VA-DCLS-1620/2020;North America;USA
USA/VA-DCLS-1621/2020;North America;USA
USA/VA-DCLS-1624/2020;North America;USA
USA/VA-DCLS-1625/2020;North America;USA
USA/VA-DCLS-1626/2020;North America;USA
USA/VA-DCLS-1629/2020;North America;USA
USA/VA-DCLS-1630/2020;North America;USA
USA/VA-DCLS-1631/2020;North America;USA
USA/VA-DCLS-1632/2020;North America;USA
USA/VA-DCLS-1633/2020;North America;USA
USA/VA-DCLS-1635/2020;North America;USA
USA/VA-DCLS-1636/2020;North America;USA
USA/VA-DCLS-1637/2020;North America;USA
USA/VA-DCLS-1638/2020;North America;USA
USA/VA-DCLS-1639/2020;North America;USA
USA/VA-DCLS-1640/2020;North America;USA
USA/VA-DCLS-1642/2020;North America;USA
USA/VA-DCLS-1646/2020;North America;USA
USA/VA-DCLS-1647/2020;North America;USA
USA/VA-DCLS-1648/2020;North America;USA
USA/VA-DCLS-1651/2020;North America;USA
USA/VA-DCLS-1652/2020;North America;USA
USA/VA-DCLS-1657/2020;North America;USA
USA/VA-DCLS-1658/2020;North America;USA
USA/VA-DCLS-1659/2020;North America;USA
USA/VA-DCLS-1661/2020;North America;USA
USA/VA-DCLS-1662/2020;North America;USA
USA/VA-DCLS-1663/2020;North America;USA
USA/VA-DCLS-1664/2020;North America;USA
USA/VA-DCLS-1666/2020;North America;USA
USA/VA-DCLS-1668/2020;North America;USA
USA/VA-DCLS-1671/2020;North America;USA
USA/VA-DCLS-1672/2020;North America;USA
USA/VA-DCLS-1677/2020;North America;USA
USA/VA-DCLS-1678/2020;North America;USA
USA/VA-DCLS-1681/2020;North America;USA
USA/VA-DCLS-1682/2020;North America;USA
USA/VA-DCLS-1683/2020;North America;USA
USA/VA-DCLS-1684/2020;North America;USA
USA/VA-DCLS-1685/2020;North America;USA
USA/VA-DCLS-1686/2020;North America;USA
USA/VA-DCLS-1691/2020;North America;USA
USA/VA-DCLS-1696/2020;North America;USA
USA/VA-DCLS-1698/2020;North America;USA
USA/VA-DCLS-1699/2020;North America;USA
USA/VA-DCLS-1701/2020;North America;USA
USA/VA-DCLS-1702/2020;North America;USA
USA/VA-DCLS-1704/2020;North America;USA
USA/VA-DCLS-1707/2020;North America;USA
USA/VA-DCLS-1709/2020;North America;USA
USA/VA-DCLS-1713/2020;North America;USA
USA/VA-DCLS-1714/2020;North America;USA
USA/VA-DCLS-1715/2020;North America;USA
USA/VA-DCLS-1716/2020;North America;USA
USA/VA-DCLS-1717/2020;North America;USA
USA/VA-DCLS-1722/2020;North America;USA
USA/VA-DCLS-1724/2020;North America;USA
USA/VA-DCLS-1729/2020;North America;USA
USA/VA-DCLS-1733/2020;North America;USA
USA/VA-DCLS-1735/2020;North America;USA
USA/VA-DCLS-1736/2020;North America;USA
USA/VA-DCLS-1737/2020;North America;USA
USA/VA-DCLS-1739/2020;North America;USA
USA/VA-DCLS-1740/2020;North America;USA
USA/VA-DCLS-1743/2020;North America;USA
USA/VA-DCLS-1744/2020;North America;USA
USA/VA-DCLS-1745/2020;North America;USA
USA/VA-DCLS-1746/2020;North America;USA
USA/VA-DCLS-1749/2020;North America;USA
USA/VA-DCLS-1750/2020;North America;USA
USA/VA-DCLS-1752/2020;North America;USA
USA/VA-DCLS-1753/2020;North America;USA
USA/VA-DCLS-1755/2020;North America;USA
USA/VA-DCLS-1758/2020;North America;USA
USA/VA-DCLS-1761/2020;North America;USA
USA/VA-DCLS-1762/2020;North America;USA
USA/VA-DCLS-1764/2020;North America;USA
USA/VA-DCLS-1765/2020;North America;USA
USA/VA-DCLS-1766/2020;North America;USA
USA/VA-DCLS-1767/2020;North America;USA
USA/VA-DCLS-1769/2020;North America;USA
USA/VA-DCLS-1770/2020;North America;USA
USA/VA-DCLS-1772/2020;North America;USA
USA/VA-DCLS-1775/2020;North America;USA
USA/VA-DCLS-1776/2020;North America;USA
USA/VA-DCLS-1777/2020;North America;USA
USA/VA-DCLS-1778/2020;North America;USA
USA/VA-DCLS-1783/2020;North America;USA
USA/VA-DCLS-1784/2020;North America;USA
USA/VA-DCLS-1785/2020;North America;USA
USA/VA-DCLS-1786/2020;North America;USA
USA/VA-DCLS-1788/2020;North America;USA
USA/VA-DCLS-1790/2020;North America;USA
USA/VA-DCLS-1791/2020;North America;USA
USA/VA-DCLS-1793/2020;North America;USA
USA/VA-DCLS-1794/2020;North America;USA
USA/VA-DCLS-1795/2020;North America;USA
USA/VA-DCLS-1796/2020;North America;USA
USA/VA-DCLS-1798/2020;North America;USA
USA/VA-DCLS-1800/2020;North America;USA
USA/VA-DCLS-1803/2020;North America;USA
USA/VA-DCLS-1804/2020;North America;USA
USA/VA-DCLS-1805/2020;North America;USA
USA/VA-DCLS-1807/2020;North America;USA
USA/VA-DCLS-1808/2020;North America;USA
USA/VA-DCLS-1809/2020;North America;USA
USA/VA-DCLS-1810/2020;North America;USA
USA/VA-DCLS-1811/2020;North America;USA
USA/VA-DCLS-1812/2020;North America;USA
USA/VA-DCLS-1814/2020;North America;USA
USA/VA-DCLS-1816/2020;North America;USA
USA/VA-DCLS-1817/2020;North America;USA
USA/VA-DCLS-1818/2020;North America;USA
USA/VA-DCLS-1819/2020;North America;USA
USA/VA-DCLS-1821/2020;North America;USA
USA/VA-DCLS-1823/2020;North America;USA
USA/VA-DCLS-1824/2020;North America;USA
USA/VA-DCLS-1827/2020;North America;USA
USA/VA-DCLS-1829/2020;North America;USA
USA/VA-DCLS-1830/2020;North America;USA
USA/VA-DCLS-1831/2020;North America;USA
USA/VA-DCLS-1832/2020;North America;USA
USA/VA-DCLS-1836/2020;North America;USA
USA/VA-DCLS-1837/2020;North America;USA
USA/VA-DCLS-1838/2020;North America;USA
USA/VA-DCLS-1839/2020;North America;USA
USA/VA-DCLS-1840/2020;North America;USA
USA/VA-DCLS-1841/2020;North America;USA
USA/VA-DCLS-1842/2020;North America;USA
USA/VA-DCLS-1844/2020;North America;USA
USA/VA-DCLS-1846/2020;North America;USA
USA/VA-DCLS-1849/2020;North America;USA
USA/VA-DCLS-1850/2020;North America;USA
USA/VA-DCLS-1853/2020;North America;USA
USA/VA-DCLS-1854/2020;North America;USA
USA/VA-DCLS-1855/2020;North America;USA
USA/VA-DCLS-1856/2020;North America;USA
USA/VA-DCLS-1857/2020;North America;USA
USA/VA-DCLS-1860/2020;North America;USA
USA/VA-DCLS-1862/2020;North America;USA
USA/VA-DCLS-1863/2020;North America;USA
USA/VA-DCLS-1865/2020;North America;USA
USA/VA-DCLS-1867/2020;North America;USA
USA/VA-DCLS-1869/2020;North America;USA
USA/VA-DCLS-1870/2020;North America;USA
USA/VA-DCLS-1871/2020;North America;USA
USA/VA-DCLS-1872/2020;North America;USA
USA/VA-DCLS-1873/2020;North America;USA
USA/VA-DCLS-1877/2020;North America;USA
USA/VA-DCLS-1880/2020;North America;USA
USA/VA-DCLS-1883/2020;North America;USA
USA/VA-DCLS-1885/2020;North America;USA
USA/VA-DCLS-1886/2020;North America;USA
USA/VA-DCLS-1887/2020;North America;USA
USA/VA-DCLS-1889/2020;North America;USA
USA/VA-DCLS-1890/2020;North America;USA
USA/VA-DCLS-1892/2020;North America;USA
USA/VA-DCLS-1893/2020;North America;USA
USA/VA-DCLS-1896/2020;North America;USA
USA/VA-DCLS-1897/2020;North America;USA
USA/VA-DCLS-1900/2020;North America;USA
USA/VA-DCLS-1902/2020;North America;USA
USA/VA-DCLS-1903/2020;North America;USA
USA/VA-DCLS-1905/2020;North America;USA
USA/VA-DCLS-1906/2020;North America;USA
USA/VA-DCLS-1907/2020;North America;USA
USA/VA-DCLS-1908/2020;North America;USA
USA/VA-DCLS-1909/2020;North America;USA
USA/VA-DCLS-1910/2020;North America;USA
USA/VA-DCLS-1911/2020;North America;USA
USA/VA-DCLS-1915/2020;North America;USA
USA/VA-DCLS-1917/2020;North America;USA
USA/VA-DCLS-1918/2020;North America;USA
USA/VA-DCLS-1919/2020;North America;USA
USA/VA-DCLS-1920/2020;North America;USA
USA/VA-DCLS-1921/2020;North America;USA
USA/VA-DCLS-1922/2020;North America;USA
USA/VA-DCLS-1924/2020;North America;USA
USA/VA-DCLS-1927/2020;North America;USA
USA/VA-DCLS-1928/2020;North America;USA
USA/VA-DCLS-1932/2020;North America;USA
USA/VA-DCLS-1933/2020;North America;USA
USA/VA-DCLS-1935/2020;North America;USA
USA/VA-DCLS-1936/2020;North America;USA
USA/VA-DCLS-1939/2020;North America;USA
USA/VA-DCLS-1941/2020;North America;USA
USA/VA-DCLS-1947/2020;North America;USA
USA/VA-DCLS-1948/2020;North America;USA
USA/VA-DCLS-1949/2020;North America;USA
USA/VA-DCLS-1951/2020;North America;USA
USA/VA-DCLS-1956/2020;North America;USA
USA/VA-DCLS-1960/2020;North America;USA
USA/VA-DCLS-1961/2020;North America;USA
USA/VA-DCLS-1963/2020;North America;USA
USA/VA-DCLS-1967/2020;North America;USA
USA/VA-DCLS-1969/2020;North America;USA
USA/VA-DCLS-1971/2020;North America;USA
USA/VA-DCLS-1972/2020;North America;USA
USA/VA-DCLS-1973/2020;North America;USA
USA/VA-DCLS-1975/2020;North America;USA
USA/VA-DCLS-1978/2020;North America;USA
USA/VA-DCLS-1979/2020;North America;USA
USA/VA-DCLS-1980/2020;North America;USA
USA/VA-DCLS-1981/2020;North America;USA
USA/VA-DCLS-1982/2020;North America;USA
USA/VA-DCLS-1983/2020;North America;USA
USA/VA-DCLS-1984/2020;North America;USA
USA/VA-DCLS-1985/2020;North America;USA
USA/VA-DCLS-1987/2020;North America;USA
USA/VA-DCLS-1989/2020;North America;USA
USA/VA-DCLS-1990/2020;North America;USA
USA/VA-DCLS-1991/2020;North America;USA
USA/VA-DCLS-1992/2020;North America;USA
USA/VA-DCLS-1993/2020;North America;USA
USA/VA-DCLS-1995/2020;North America;USA
USA/VA-DCLS-1996/2020;North America;USA
USA/VA-DCLS-1998/2020;North America;USA
USA/VA-DCLS-2000/2020;North America;USA
USA/VA-DCLS-2002/2020;North America;USA
USA/VA-DCLS-2003/2020;North America;USA
USA/VA-DCLS-2005/2020;North America;USA
USA/VA-DCLS-2006/2020;North America;USA
USA/VA-DCLS-2007/2020;North America;USA
USA/VA-DCLS-2009/2020;North America;USA
USA/VA-DCLS-2011/2020;North America;USA
USA/VA-DCLS-2012/2020;North America;USA
USA/VA-DCLS-2015/2020;North America;USA
USA/VA-DCLS-2018/2020;North America;USA
USA/VA-DCLS-2021/2020;North America;USA
USA/VA-DCLS-2022/2020;North America;USA
USA/VA-DCLS-2025/2020;North America;USA
USA/VA-DCLS-2027/2020;North America;USA
USA/VA-DCLS-2028/2020;North America;USA
USA/VA-DCLS-2030/2020;North America;USA
USA/VA-DCLS-2031/2020;North America;USA
USA/VA-DCLS-2032/2020;North America;USA
USA/VA-DCLS-2033/2020;North America;USA
USA/VA-DCLS-2036/2020;North America;USA
USA/VA-DCLS-2037/2020;North America;USA
USA/VA-DCLS-2038/2020;North America;USA
USA/VA-DCLS-2043/2020;North America;USA
USA/VA-DCLS-2046/2020;North America;USA
USA/VA-DCLS-2048/2020;North America;USA
USA/VA-DCLS-2049/2020;North America;USA
USA/VA-DCLS-2050/2020;North America;USA
USA/VA-DCLS-2051/2020;North America;USA
USA/VA-DCLS-2052/2020;North America;USA
USA/VA-DCLS-2054/2020;North America;USA
USA/VA-DCLS-2055/2020;North America;USA
USA/VA-DCLS-2056/2020;North America;USA
USA/VA-DCLS-2057/2020;North America;USA
USA/VA-DCLS-2058/2020;North America;USA
USA/VA-DCLS-2059/2020;North America;USA
USA/VA-DCLS-2060/2020;North America;USA
USA/VA-DCLS-2061/2020;North America;USA
USA/VA-DCLS-2062/2020;North America;USA
USA/VA-DCLS-2063/2020;North America;USA
USA/VA-DCLS-2064/2020;North America;USA
USA/VA-DCLS-2065/2020;North America;USA
USA/VA-DCLS-2066/2020;North America;USA
USA/VA-DCLS-2067/2020;North America;USA
USA/VA-DCLS-2069/2020;North America;USA
USA/VA-DCLS-2072/2020;North America;USA
USA/VA-DCLS-2073/2020;North America;USA
USA/VA-DCLS-2074/2020;North America;USA
USA/VA-DCLS-2076/2020;North America;USA
USA/VA-DCLS-2078/2020;North America;USA
USA/VA-DCLS-2079/2020;North America;USA
USA/VA-DCLS-2080/2020;North America;USA
USA/VA-DCLS-2084/2020;North America;USA
USA/VA-DCLS-2089/2020;North America;USA
USA/VA-DCLS-2091/2020;North America;USA
USA/VA-DCLS-2093/2020;North America;USA
USA/VA-DCLS-2094/2020;North America;USA
USA/VA-DCLS-2095/2020;North America;USA
USA/VA-DCLS-2100/2020;North America;USA
USA/VA-DCLS-2101/2020;North America;USA
USA/VA-DCLS-2104/2020;North America;USA
USA/VA-DCLS-2106/2020;North America;USA
USA/VA-DCLS-2108/2020;North America;USA
USA/VA-DCLS-2109/2020;North America;USA
USA/VA-DCLS-2110/2020;North America;USA
USA/VA-DCLS-2111/2020;North America;USA
USA/VA-DCLS-2112/2020;North America;USA
USA/VA-DCLS-2113/2020;North America;USA
USA/VA-DCLS-2115/2020;North America;USA
USA/VA-DCLS-2117/2020;North America;USA
USA/VA-DCLS-2118/2020;North America;USA
USA/VA-DCLS-2119/2020;North America;USA
USA/VA-DCLS-2120/2020;North America;USA
USA/VA-DCLS-2122/2020;North America;USA
USA/VA-DCLS-2123/2020;North America;USA
USA/VA-DCLS-2124/2020;North America;USA
USA/VA-DCLS-2125/2020;North America;USA
USA/VA-DCLS-2126/2020;North America;USA
USA/VA-DCLS-2127/2020;North America;USA
USA/VA-DCLS-2128/2020;North America;USA
USA/VA-DCLS-2129/2020;North America;USA
USA/VA-DCLS-2131/2020;North America;USA
